candidate_id,age,gender,education_level,university_tier,years_experience,employment_gap_months,technical_skill_score,communication_score,aptitude_test_score,coding_test_score,project_count,github_activity_score,certifications_count,expected_salary,ai_resume_score,ai_bias_score,hired
CAND_00201,23,Female,Bachelor's,Tier 2,0.0,5.4,77.3,62.5,54.1,40.5,7,57.4,3,108900,44.8,45.6,0
CAND_00202,41,Male,PhD,Tier 1,14.3,0.0,66.4,82.8,52.9,56.3,4,46.8,3,168800,52.8,60.2,1
CAND_00203,21,Male,Master's,Tier 2,5.9,7.0,95.2,78.4,75.9,66.6,5,72.6,3,165800,54.9,58.5,1
CAND_00204,33,Female,Master's,Tier 2,4.1,0.0,68.4,60.1,54.3,56.5,6,51.9,1,163100,44.2,36.6,0
CAND_00205,31,Female,PhD,Tier 1,6.0,1.3,87.9,77.8,70.8,67.3,8,69.9,3,204800,58.1,58.1,1
CAND_00206,23,Male,Bachelor's,Tier 2,3.1,0.0,72.5,77.6,60.1,65.8,2,48.3,3,107300,40.9,38.9,1
CAND_00207,28,Male,Master's,Tier 3,3.5,0.0,97.8,64.5,53.7,71.3,7,84.8,2,110400,54.8,60.4,1
CAND_00208,28,Female,Bachelor's,Tier 1,1.7,0.1,86.2,96.8,68.2,74.8,5,59.6,1,100300,59.5,66.8,1
CAND_00209,35,Male,Master's,Tier 1,2.6,3.2,75.0,82.6,61.7,60.1,1,34.4,3,134700,40.4,45.3,0
CAND_00210,25,Male,Bachelor's,Tier 2,5.6,0.8,77.6,90.5,59.1,45.6,6,64.4,2,125100,49.4,43.4,1
CAND_00211,27,Female,PhD,Tier 3,4.4,0.0,64.3,57.5,36.4,55.8,3,53.5,0,141700,32.4,24.4,0
CAND_00212,21,Female,Bachelor's,Tier 2,0.0,0.0,67.2,90.8,68.0,50.4,2,62.1,1,83000,37.9,41.4,0
CAND_00213,37,Female,Bachelor's,Tier 1,10.5,0.0,54.5,90.0,51.2,36.7,5,63.5,2,165200,50.8,46.1,1
CAND_00214,23,Male,Master's,Tier 2,8.6,0.7,59.2,74.4,56.0,44.2,3,30.7,5,130400,37.6,38.0,0
CAND_00215,30,Female,Bachelor's,Tier 3,4.8,1.5,96.9,90.0,83.5,63.3,2,46.3,3,159100,47.7,51.1,1
CAND_00216,28,Male,Master's,Tier 3,3.4,7.5,51.1,58.1,40.1,61.7,8,54.5,2,85200,38.9,41.3,0
CAND_00217,28,Male,Bachelor's,Tier 2,0.7,1.6,60.3,86.8,57.2,41.9,1,37.0,2,57100,43.1,39.2,0
CAND_00218,33,Female,Master's,Tier 2,4.5,0.2,67.0,73.2,59.9,40.2,6,65.8,2,141500,49.1,50.1,1
CAND_00219,37,Female,Bachelor's,Tier 2,4.0,2.0,67.9,53.6,47.6,30.5,3,51.6,0,99600,30.9,31.9,0
CAND_00220,30,Female,Bachelor's,Tier 1,3.8,0.0,77.6,74.7,62.3,64.2,1,25.6,4,174600,47.5,44.9,0
CAND_00221,32,Female,Bachelor's,Tier 3,8.4,0.2,61.4,74.3,58.6,47.1,6,81.8,3,125200,45.1,32.7,0
CAND_00222,30,Female,Bachelor's,Tier 3,6.2,4.8,74.2,71.2,47.7,54.0,5,40.3,1,122000,40.8,38.9,1
CAND_00223,34,Male,Bachelor's,Tier 3,9.7,0.0,84.0,74.5,74.5,66.0,7,67.3,1,217500,42.7,41.2,1
CAND_00224,26,Male,Bachelor's,Tier 2,2.2,0.0,87.4,98.5,76.2,69.3,2,64.0,2,93600,54.5,66.3,1
CAND_00225,34,Male,Bachelor's,Tier 1,2.8,0.0,66.0,70.9,56.2,55.2,4,44.8,2,96700,47.3,51.2,1
CAND_00226,34,Male,Bachelor's,Tier 2,4.5,0.0,77.6,73.1,61.7,53.7,4,38.1,2,127500,39.8,36.4,0
CAND_00227,34,Non-Binary,Master's,Tier 3,6.0,1.8,52.0,84.9,63.7,22.9,3,42.7,2,85300,28.5,27.4,0
CAND_00228,25,Male,Master's,Tier 3,7.2,0.0,57.9,66.9,42.0,34.7,7,64.9,0,183800,37.1,51.6,0
CAND_00229,28,Female,Bachelor's,Tier 1,6.3,0.0,56.1,80.8,57.1,43.9,5,62.8,1,109700,48.5,37.8,0
CAND_00230,30,Female,Master's,Tier 2,1.2,1.8,68.3,91.6,70.6,47.0,2,48.3,1,90100,34.3,31.6,0
CAND_00231,22,Female,Master's,Tier 2,2.3,0.6,58.4,80.9,62.2,50.5,2,41.5,0,129600,24.5,26.5,0
CAND_00232,36,Male,Bachelor's,Tier 2,9.5,0.0,48.7,87.2,57.9,44.7,6,58.7,3,118300,42.1,44.6,1
CAND_00233,28,Female,Master's,Tier 3,8.5,0.0,62.6,85.1,55.8,43.9,8,68.8,1,105800,41.9,37.3,0
CAND_00234,30,Male,Bachelor's,Tier 2,8.1,1.7,46.8,71.4,50.3,26.9,6,44.1,1,136300,31.5,35.3,0
CAND_00235,26,Male,Bachelor's,Tier 3,1.3,3.1,86.6,94.2,77.4,58.2,5,55.0,2,129800,46.2,46.7,1
CAND_00236,22,Female,Bachelor's,Tier 2,0.2,1.4,63.3,89.2,61.2,45.9,5,34.2,2,62100,42.3,43.8,0
CAND_00237,25,Male,Master's,Tier 3,10.3,0.0,81.8,59.9,54.5,61.4,6,59.7,4,139500,41.7,40.5,0
CAND_00238,30,Male,Master's,Tier 2,3.0,0.0,62.2,67.3,51.2,57.3,2,35.8,1,76900,43.0,41.5,0
CAND_00239,32,Female,Bachelor's,Tier 3,11.2,0.0,51.3,69.7,47.7,39.7,5,35.9,1,51300,35.0,34.0,0
CAND_00240,29,Male,Bachelor's,Tier 2,1.8,0.8,85.0,81.2,62.2,62.6,4,49.0,1,179600,49.9,52.9,1
CAND_00241,30,Female,PhD,Tier 2,3.8,7.0,72.6,83.3,66.5,37.0,4,39.1,2,82300,43.9,33.2,0
CAND_00242,27,Non-Binary,Bachelor's,Tier 2,0.0,0.0,97.2,79.7,73.0,77.6,2,42.8,0,86700,37.7,36.2,0
CAND_00243,31,Female,Bachelor's,Tier 2,3.9,3.4,63.1,88.8,70.0,44.3,5,53.9,4,111700,47.0,53.1,1
CAND_00244,36,Male,PhD,Tier 2,4.1,5.8,64.5,91.4,56.0,30.8,6,55.4,0,121300,42.8,39.1,0
CAND_00245,32,Male,Master's,Tier 2,6.8,2.0,84.2,75.0,65.2,41.5,4,57.7,4,167400,49.1,52.5,1
CAND_00246,33,Female,Master's,Tier 3,7.0,0.0,82.2,75.4,71.5,55.5,6,62.9,3,151700,45.1,35.3,0
CAND_00247,30,Male,Master's,Tier 1,5.4,0.0,77.8,62.9,53.5,62.4,6,65.1,1,207800,44.1,49.2,1
CAND_00248,21,Non-Binary,Master's,Tier 3,0.0,0.0,100.0,66.8,60.5,60.6,1,36.2,1,99200,46.7,52.8,0
CAND_00249,23,Non-Binary,Bachelor's,Tier 3,6.4,0.0,64.1,67.4,55.8,45.8,7,49.1,4,174900,41.9,44.5,0
CAND_00250,31,Female,Bachelor's,Tier 1,4.5,0.4,53.9,88.9,44.7,24.4,7,51.0,0,96300,39.8,42.6,0
CAND_00251,28,Male,Bachelor's,Tier 3,5.9,0.0,54.0,84.7,57.8,33.3,4,40.7,2,73900,33.6,44.9,0
CAND_00252,31,Male,PhD,Tier 2,8.5,9.5,64.4,68.0,40.9,38.7,4,48.5,3,126000,43.7,39.3,0
CAND_00253,37,Female,Master's,Tier 1,6.6,0.0,92.5,80.3,71.5,59.3,2,66.0,2,192500,54.4,55.2,1
CAND_00254,32,Male,Bachelor's,Tier 2,2.1,0.0,67.6,77.6,65.0,55.7,2,42.9,2,128300,41.8,45.7,0
CAND_00255,35,Male,Master's,Tier 3,6.4,0.0,89.9,73.8,66.2,62.4,2,42.5,1,172800,42.5,46.0,0
CAND_00256,29,Female,Bachelor's,Tier 1,3.3,0.0,79.7,79.9,65.3,63.0,2,60.2,1,91600,51.1,50.7,1
CAND_00257,24,Female,Bachelor's,Tier 2,0.4,0.5,84.3,75.9,63.0,63.7,4,60.3,4,79000,49.9,49.2,0
CAND_00258,28,Female,Bachelor's,Tier 2,9.3,0.6,75.8,85.5,73.3,58.4,5,48.4,1,124200,42.1,42.6,1
CAND_00259,24,Female,Bachelor's,Tier 3,1.5,0.0,73.3,61.6,51.3,49.5,3,75.5,2,101400,31.4,29.0,0
CAND_00260,36,Male,Master's,Tier 1,7.7,2.8,82.4,58.1,67.5,62.3,4,53.1,2,213300,48.2,46.9,0
CAND_00261,32,Female,Bachelor's,Tier 3,7.4,0.0,60.1,77.3,57.3,42.8,6,75.9,0,119300,39.8,42.0,0
CAND_00262,31,Non-Binary,Master's,Tier 3,5.2,0.8,60.2,72.2,55.9,40.2,5,60.7,1,71900,43.0,45.3,0
CAND_00263,35,Male,Master's,Tier 3,4.6,0.0,72.9,80.4,68.1,75.5,6,41.2,4,163100,43.6,43.7,0
CAND_00264,21,Male,Bachelor's,Tier 3,0.0,1.0,95.2,83.9,68.3,66.8,7,39.0,0,89700,45.9,45.4,1
CAND_00265,31,Female,PhD,Tier 3,5.7,0.9,46.4,89.6,55.3,39.5,3,71.0,1,143400,29.2,25.9,0
CAND_00266,22,Female,Bachelor's,Tier 1,1.0,0.0,46.9,83.7,45.1,32.2,4,50.0,2,77800,43.6,35.7,0
CAND_00267,28,Female,Bachelor's,Tier 2,11.0,0.8,67.0,67.2,64.8,63.1,5,50.7,1,138100,40.7,35.8,0
CAND_00268,27,Female,Bachelor's,Tier 2,1.7,1.0,83.2,87.7,69.4,51.7,5,62.9,0,113300,47.2,40.8,1
CAND_00269,32,Male,Master's,Tier 2,1.5,0.0,68.7,95.6,68.8,58.0,4,55.4,2,120700,44.9,58.9,1
CAND_00270,30,Male,Bachelor's,Tier 2,1.8,0.0,51.0,81.5,65.4,21.2,5,38.4,1,139100,44.4,55.1,0
CAND_00271,35,Female,Bachelor's,Tier 2,9.6,0.0,71.3,48.6,56.5,42.0,6,49.5,5,126800,56.7,61.5,1
CAND_00272,25,Female,Bachelor's,Tier 2,5.5,2.5,46.0,80.7,49.4,40.0,4,51.6,2,89400,38.8,35.5,0
CAND_00273,32,Female,Bachelor's,Tier 3,10.4,0.0,76.8,87.2,81.2,60.4,3,20.0,0,121900,32.7,37.6,1
CAND_00274,29,Female,Master's,Tier 1,3.4,4.3,65.0,84.4,53.2,38.0,4,58.5,3,94000,40.2,40.2,0
CAND_00275,21,Male,Bachelor's,Tier 3,3.7,2.3,66.9,83.9,57.5,44.5,1,35.8,2,95800,39.3,39.6,0
CAND_00276,24,Male,Bachelor's,Tier 2,2.9,0.0,76.7,78.7,64.2,64.6,1,49.7,4,134400,52.2,49.0,1
CAND_00277,28,Female,Bachelor's,Tier 2,2.1,0.0,71.1,63.9,51.0,63.9,5,57.5,3,83400,49.1,47.7,1
CAND_00278,34,Female,Bachelor's,Tier 3,5.4,3.5,60.4,69.1,53.4,47.0,5,43.2,2,133300,41.1,39.7,0
CAND_00279,31,Female,PhD,Tier 2,3.5,0.0,82.3,93.0,65.4,57.2,3,57.3,5,113400,52.7,53.1,1
CAND_00280,23,Female,Bachelor's,Tier 2,7.4,1.3,79.5,94.7,69.4,67.2,5,71.6,2,176900,44.7,33.3,1
CAND_00281,28,Female,PhD,Tier 2,2.1,0.4,44.8,97.7,49.6,27.8,3,40.4,2,46500,42.1,40.2,0
CAND_00282,39,Male,Bachelor's,Tier 2,13.0,0.4,67.2,90.0,56.2,44.8,5,36.1,4,137200,40.2,38.7,0
CAND_00283,29,Male,Bachelor's,Tier 3,2.3,4.0,52.9,75.9,57.0,31.9,2,31.5,2,108300,30.3,29.6,0
CAND_00284,27,Male,Master's,Tier 3,2.3,4.4,50.2,82.4,56.2,23.7,2,40.4,1,96900,27.2,36.3,0
CAND_00285,31,Female,Bachelor's,Tier 1,4.6,0.0,79.9,96.4,65.5,63.0,4,62.9,3,127700,47.0,44.9,1
CAND_00286,32,Male,Master's,Tier 1,3.1,0.9,65.0,76.3,55.4,47.4,2,33.7,2,123300,35.5,37.7,0
CAND_00287,26,Male,PhD,Tier 2,3.1,0.0,66.9,74.6,65.9,53.4,2,50.6,3,121100,35.8,32.3,0
CAND_00288,31,Female,Bachelor's,Tier 1,5.0,0.0,63.9,68.2,54.2,50.0,4,73.3,1,117300,42.3,45.1,0
CAND_00289,27,Male,Bachelor's,Tier 2,8.3,0.0,76.0,74.2,56.5,69.6,4,41.9,3,126600,41.4,41.5,1
CAND_00290,32,Female,Master's,Tier 1,1.5,0.0,81.2,60.9,56.9,69.4,2,57.4,1,151000,51.7,48.6,0
CAND_00291,29,Male,Bachelor's,Tier 2,2.3,0.0,100.0,68.6,69.2,68.8,3,72.1,0,152300,41.8,56.1,1
CAND_00292,31,Male,Bachelor's,Tier 1,11.5,5.1,69.7,70.8,50.7,49.7,2,53.9,1,222900,33.9,34.2,0
CAND_00293,25,Female,Bachelor's,Tier 2,1.7,1.0,49.6,86.5,54.7,32.4,7,75.9,2,134600,51.4,46.1,1
CAND_00294,24,Male,Bachelor's,Tier 3,1.4,3.2,60.9,67.9,54.3,42.8,4,51.7,2,92600,43.4,39.4,0
CAND_00295,33,Male,Master's,Tier 2,3.4,2.7,82.1,66.9,66.2,63.2,4,39.2,1,200500,39.5,40.8,0
CAND_00296,28,Female,Bachelor's,Tier 3,5.7,0.0,57.2,51.0,43.9,47.3,8,60.0,1,154100,41.0,35.9,0
CAND_00297,30,Female,Bachelor's,Tier 3,1.3,3.7,47.3,67.2,40.9,46.3,5,30.8,1,115400,36.7,37.0,0
CAND_00298,27,Male,Master's,Tier 2,4.3,0.3,58.8,71.2,54.3,54.6,6,54.4,1,115600,37.5,42.8,0
CAND_00299,33,Female,Bachelor's,Tier 1,13.1,3.3,63.7,78.2,58.7,45.6,3,38.1,4,227500,41.8,42.0,0
CAND_00300,25,Male,Bachelor's,Tier 3,0.0,0.0,52.8,84.4,49.0,31.8,2,53.7,2,114600,28.9,20.8,0
CAND_00301,28,Male,Master's,Tier 3,5.8,0.0,71.0,60.8,57.7,53.4,4,48.5,3,93100,38.2,41.5,1
CAND_00302,32,Female,Bachelor's,Tier 3,2.3,4.0,66.9,61.4,61.7,43.7,3,49.1,2,93300,36.7,24.9,0
CAND_00303,34,Female,Master's,Tier 1,6.6,0.0,81.9,75.7,72.1,65.7,5,74.1,0,167200,50.5,55.2,1
CAND_00304,26,Female,Master's,Tier 3,3.9,2.8,61.8,65.0,41.8,55.9,9,48.9,2,139100,40.8,37.6,0
CAND_00305,38,Female,Bachelor's,Tier 2,9.1,0.0,76.4,78.1,68.7,60.5,4,75.6,3,170900,45.3,40.0,1
CAND_00306,30,Non-Binary,Bachelor's,Tier 3,2.9,0.0,61.1,81.8,56.4,45.9,1,37.3,0,116700,30.0,20.0,0
CAND_00307,23,Male,Bachelor's,Tier 3,0.9,0.0,52.2,69.4,44.4,42.8,3,39.1,3,88600,28.2,33.1,0
CAND_00308,30,Male,Bachelor's,Tier 2,6.8,2.3,63.4,69.1,36.2,43.9,3,39.5,4,122800,46.2,48.0,0
CAND_00309,27,Female,Master's,Tier 3,2.0,0.0,45.3,82.1,52.8,25.8,2,30.7,1,55100,37.4,24.1,0
CAND_00310,31,Male,Master's,Tier 2,7.6,0.0,96.1,58.7,68.3,73.0,5,80.3,6,146300,59.2,55.9,1
CAND_00311,28,Male,Bachelor's,Tier 3,0.1,0.0,70.0,74.0,54.5,62.4,3,45.5,1,107800,41.6,37.9,0
CAND_00312,29,Male,Master's,Tier 2,4.6,0.7,58.2,68.4,44.6,37.7,5,51.4,3,104200,43.3,58.5,0
CAND_00313,24,Male,PhD,Tier 3,5.2,0.0,62.7,92.4,58.6,42.2,4,43.6,1,80200,40.9,55.5,0
CAND_00314,33,Non-Binary,PhD,Tier 1,4.6,4.8,37.9,81.2,49.6,35.1,1,33.1,1,92100,38.7,38.0,0
CAND_00315,23,Female,Bachelor's,Tier 3,7.3,0.0,88.1,70.7,72.2,62.8,15,94.4,1,236800,53.8,46.3,1
CAND_00316,23,Female,Bachelor's,Tier 2,0.9,0.3,87.7,87.7,65.1,62.6,7,61.3,2,71700,56.2,48.5,1
CAND_00317,30,Male,Bachelor's,Tier 2,4.8,3.8,71.7,75.4,55.9,45.7,5,58.6,1,62900,44.5,50.3,0
CAND_00318,37,Male,PhD,Tier 2,9.9,2.2,74.9,67.7,53.1,58.6,4,60.9,7,215100,45.9,56.3,0
CAND_00319,27,Male,Bachelor's,Tier 3,1.0,2.2,50.3,81.2,50.5,35.1,5,26.1,2,74800,32.4,27.2,0
CAND_00320,32,Male,Master's,Tier 1,8.8,0.0,53.7,73.0,46.9,25.9,6,56.4,3,160200,46.9,54.8,1
CAND_00321,34,Female,Bachelor's,Tier 2,6.4,0.0,46.7,75.5,43.1,38.9,6,50.2,1,122500,36.3,38.1,0
CAND_00322,33,Female,Bachelor's,Tier 2,3.3,1.9,67.4,91.7,71.3,55.3,2,44.8,1,71700,42.6,47.1,1
CAND_00323,27,Female,Bachelor's,Tier 3,3.2,1.0,82.9,84.1,56.2,57.5,3,64.5,2,139800,44.2,40.9,1
CAND_00324,23,Male,PhD,Tier 1,0.2,0.0,64.7,71.2,47.4,54.9,4,63.0,3,61400,48.7,47.5,1
CAND_00325,21,Non-Binary,Bachelor's,Tier 1,3.4,0.3,76.5,78.6,61.2,44.2,5,75.5,2,131500,53.9,52.3,0
CAND_00326,27,Female,Master's,Tier 2,2.6,0.4,84.3,77.9,69.1,52.7,4,54.3,0,141000,41.7,40.7,0
CAND_00327,34,Female,Bachelor's,Tier 2,4.4,2.4,44.9,93.1,58.9,28.4,1,27.6,1,90800,34.2,33.6,0
CAND_00328,23,Female,Bachelor's,Tier 2,4.1,0.0,96.8,62.3,64.3,70.3,3,61.3,2,94500,51.4,51.5,0
CAND_00329,32,Male,Bachelor's,Tier 2,4.2,2.1,86.8,85.6,72.1,65.8,4,63.3,0,121000,50.1,57.6,1
CAND_00330,24,Male,Bachelor's,Tier 3,2.4,0.0,75.2,72.2,47.7,49.7,6,64.9,2,151500,46.4,49.9,1
CAND_00331,29,Male,Bachelor's,Tier 3,3.7,5.9,80.9,58.1,51.4,64.2,3,25.8,0,129300,28.0,25.3,0
CAND_00332,32,Female,Bachelor's,Tier 2,1.4,0.0,83.6,93.1,65.4,55.5,2,40.6,1,88400,43.2,48.9,0
CAND_00333,25,Male,Bachelor's,Tier 1,0.0,10.6,76.8,77.5,67.5,33.6,4,64.3,1,101600,48.2,50.3,0
CAND_00334,29,Male,Bachelor's,Tier 3,2.3,0.0,88.0,93.9,74.9,51.5,4,69.1,2,141500,51.5,49.8,1
CAND_00335,26,Male,PhD,Tier 1,1.6,0.0,64.1,80.7,57.0,60.8,7,67.9,2,163600,41.0,40.5,1
CAND_00336,32,Male,PhD,Tier 3,1.4,0.0,74.5,77.5,60.7,47.0,7,66.8,2,67900,45.8,38.5,0
CAND_00337,30,Female,Bachelor's,Tier 2,4.2,0.0,86.2,85.3,66.4,56.7,3,43.5,0,160400,45.7,49.8,1
CAND_00338,29,Female,Master's,Tier 2,3.5,1.2,32.4,88.2,46.0,20.0,3,39.1,3,102300,39.5,44.6,0
CAND_00339,36,Male,PhD,Tier 2,6.3,0.0,76.9,69.7,59.0,60.5,6,68.6,5,108800,47.3,49.0,1
CAND_00340,32,Male,Bachelor's,Tier 3,3.9,0.9,78.1,75.4,58.0,52.4,6,79.8,0,126200,40.9,55.6,1
CAND_00341,25,Male,Master's,Tier 1,8.6,0.4,49.8,67.3,42.3,35.0,1,21.0,0,124900,29.6,36.4,0
CAND_00342,28,Male,PhD,Tier 2,5.1,3.2,72.0,83.7,62.0,50.8,5,67.2,3,99700,62.3,61.1,0
CAND_00343,28,Male,Bachelor's,Tier 1,10.4,0.0,59.9,90.2,53.2,27.9,10,89.6,5,145200,63.6,58.4,1
CAND_00344,29,Male,Bachelor's,Tier 3,1.5,0.0,73.6,74.2,62.8,48.3,5,49.2,2,67000,47.2,48.6,0
CAND_00345,41,Male,PhD,Tier 3,6.6,0.0,66.7,63.0,48.2,59.0,4,55.9,3,131100,36.8,43.3,0
CAND_00346,30,Female,Bachelor's,Tier 2,2.8,0.4,56.3,52.3,33.2,41.9,5,28.7,1,78900,34.0,37.6,0
CAND_00347,21,Female,Bachelor's,Tier 2,0.0,0.0,84.3,74.7,62.7,43.8,6,69.2,2,90000,50.9,48.1,0
CAND_00348,26,Male,Bachelor's,Tier 3,2.5,8.0,62.1,84.6,62.3,43.4,2,46.4,0,84500,36.7,30.3,0
CAND_00349,21,Male,Bachelor's,Tier 2,0.0,0.0,74.3,76.3,64.3,49.5,1,32.8,1,84900,30.8,29.5,0
CAND_00350,27,Female,Master's,Tier 2,5.1,1.4,89.2,86.5,64.5,60.6,6,62.0,4,112900,46.6,47.3,1
CAND_00351,21,Male,Master's,Tier 2,5.9,0.0,56.6,91.8,53.2,35.4,3,57.7,2,57800,44.5,44.8,1
CAND_00352,24,Female,PhD,Tier 3,1.7,0.0,68.1,80.3,63.2,43.7,4,44.0,2,165900,34.9,26.7,0
CAND_00353,21,Female,Bachelor's,Tier 1,1.8,3.5,66.7,69.8,56.4,46.7,2,49.7,2,158800,39.5,37.5,0
CAND_00354,30,Male,Bachelor's,Tier 3,8.7,2.7,64.2,79.4,53.4,40.3,3,17.2,3,151900,32.6,37.5,0
CAND_00355,29,Male,Bachelor's,Tier 2,1.8,8.7,100.0,89.4,69.7,79.8,9,72.1,1,108300,53.7,57.7,1
CAND_00356,30,Female,Bachelor's,Tier 1,1.2,0.0,78.8,81.7,66.9,50.4,4,69.5,1,134200,45.4,48.0,0
CAND_00357,28,Male,Bachelor's,Tier 3,0.1,2.0,72.4,78.4,50.0,41.4,5,62.1,3,56800,41.8,39.6,0
CAND_00358,22,Female,PhD,Tier 2,0.0,1.5,76.8,84.6,50.6,65.6,8,83.3,1,126200,56.9,56.7,0
CAND_00359,31,Female,Master's,Tier 1,2.9,0.0,80.8,76.6,70.6,53.8,2,45.8,2,112400,48.4,52.1,0
CAND_00360,38,Female,Bachelor's,Tier 2,8.7,0.0,45.9,63.3,40.8,30.1,9,54.8,4,78400,42.1,40.2,0
CAND_00361,31,Male,Master's,Tier 3,1.8,11.3,100.0,88.0,75.2,55.9,4,72.0,2,167700,50.4,50.4,1
CAND_00362,26,Female,Bachelor's,Tier 3,0.0,1.6,47.5,80.8,51.0,20.0,3,55.4,0,81400,33.0,33.6,0
CAND_00363,21,Male,Bachelor's,Tier 3,4.3,2.5,92.3,71.4,70.9,66.3,3,56.0,1,112700,45.4,49.7,1
CAND_00364,24,Female,Master's,Tier 3,0.9,1.1,76.7,78.1,58.4,60.2,10,86.5,2,98400,45.9,44.3,0
CAND_00365,31,Female,Bachelor's,Tier 1,4.8,0.0,74.3,68.3,58.0,64.9,2,52.0,3,100900,44.6,43.0,0
CAND_00366,34,Male,PhD,Tier 2,7.8,2.1,64.2,73.1,55.2,45.0,2,52.2,7,152300,45.9,37.7,1
CAND_00367,30,Non-Binary,Master's,Tier 3,17.3,2.7,100.0,78.8,71.6,72.6,5,56.4,3,280000,49.9,44.7,1
CAND_00368,32,Female,Bachelor's,Tier 2,5.9,2.6,78.8,84.4,56.7,51.7,10,84.5,1,135700,50.8,44.0,1
CAND_00369,32,Male,Master's,Tier 2,3.1,1.1,69.1,83.8,61.8,55.9,2,42.5,1,61100,36.1,38.3,1
CAND_00370,31,Male,Bachelor's,Tier 2,7.2,0.2,62.6,82.9,60.1,47.5,5,65.2,0,123000,45.1,47.2,1
CAND_00371,25,Male,Bachelor's,Tier 2,0.5,0.0,60.1,71.2,52.3,37.2,5,52.1,0,61400,38.0,34.6,0
CAND_00372,29,Male,Bachelor's,Tier 3,8.3,0.0,68.7,59.7,48.7,45.4,4,57.8,1,160900,37.9,39.7,0
CAND_00373,24,Male,Bachelor's,Tier 2,0.6,0.0,57.5,76.1,54.9,29.1,3,46.6,5,78700,38.9,32.5,0
CAND_00374,29,Female,Master's,Tier 2,1.5,2.3,80.2,70.8,64.4,52.5,4,36.8,2,182400,46.5,46.4,0
CAND_00375,30,Male,Bachelor's,Tier 3,4.2,0.0,59.0,91.0,62.9,45.2,3,49.3,2,84300,37.4,32.7,1
CAND_00376,37,Male,Master's,Tier 2,7.3,2.3,84.0,90.4,78.2,63.8,4,41.0,1,102300,41.5,49.3,1
CAND_00377,22,Female,Master's,Tier 1,0.0,0.0,85.7,92.2,73.2,54.2,7,78.2,4,93300,60.2,62.4,1
CAND_00378,31,Male,Bachelor's,Tier 2,2.9,0.0,68.3,75.1,59.6,35.8,4,60.5,5,98100,40.2,35.6,0
CAND_00379,36,Female,Master's,Tier 3,7.4,4.3,76.1,94.7,63.2,52.4,3,41.5,4,104500,45.9,39.6,0
CAND_00380,32,Male,Bachelor's,Tier 3,5.2,0.4,76.8,93.3,59.0,76.6,4,40.2,5,64700,50.0,55.9,1
CAND_00381,33,Male,Bachelor's,Tier 3,6.2,0.0,47.5,63.1,48.8,37.0,7,53.9,3,114700,30.1,32.4,0
CAND_00382,31,Female,Bachelor's,Tier 3,9.0,1.3,92.2,85.1,77.9,55.7,6,66.5,1,270100,53.6,42.7,1
CAND_00383,35,Female,Bachelor's,Tier 2,6.5,4.9,64.8,80.5,64.4,43.5,5,56.5,1,161200,35.2,27.4,0
CAND_00384,23,Female,Bachelor's,Tier 3,8.2,0.0,77.7,82.2,60.2,48.3,5,32.2,2,125800,45.6,34.3,0
CAND_00385,22,Female,Master's,Tier 3,4.8,0.0,78.1,73.2,58.2,59.2,3,46.5,1,106000,40.0,37.6,0
CAND_00386,28,Female,Bachelor's,Tier 1,2.1,2.1,38.6,60.5,31.2,20.0,6,57.1,1,82500,40.5,35.4,0
CAND_00387,21,Male,Bachelor's,Tier 1,6.3,0.0,67.5,68.0,44.1,56.3,3,27.2,1,172900,34.8,37.5,0
CAND_00388,35,Male,PhD,Tier 3,6.3,10.4,79.8,87.6,65.1,57.4,6,62.6,0,121700,38.3,44.4,0
CAND_00389,35,Female,Master's,Tier 3,9.6,0.3,68.9,86.0,68.7,49.2,4,57.1,5,137300,48.4,40.7,0
CAND_00390,26,Female,Master's,Tier 3,4.2,0.0,77.6,88.3,64.2,46.4,3,44.6,2,207200,36.4,32.7,1
CAND_00391,27,Non-Binary,Bachelor's,Tier 3,11.1,0.0,69.3,76.5,68.1,43.2,6,60.8,3,153900,45.7,53.9,1
CAND_00392,28,Male,Master's,Tier 2,1.2,0.0,86.3,76.7,66.8,43.1,2,41.7,3,155700,50.3,60.8,0
CAND_00393,29,Male,Master's,Tier 2,3.2,2.2,71.5,87.5,59.5,51.3,4,57.6,2,116200,45.1,47.7,1
CAND_00394,29,Female,Master's,Tier 2,5.8,1.8,90.5,81.3,69.4,74.2,10,88.4,2,140400,58.1,57.1,1
CAND_00395,31,Male,Master's,Tier 1,4.8,1.1,58.3,86.0,62.1,34.9,3,43.2,1,117100,40.1,44.2,1
CAND_00396,28,Female,Bachelor's,Tier 3,1.4,0.0,66.2,83.9,65.1,46.0,3,24.7,3,62000,42.5,43.0,0
CAND_00397,33,Female,Bachelor's,Tier 2,12.1,0.0,62.2,81.6,60.9,38.0,4,38.3,2,164500,38.7,27.0,0
CAND_00398,31,Male,Bachelor's,Tier 2,4.1,0.0,75.6,77.4,51.3,47.0,5,74.5,2,125000,48.3,55.6,1
CAND_00399,25,Female,Bachelor's,Tier 2,6.1,0.0,65.7,94.6,61.4,38.5,6,30.7,0,85900,33.3,28.8,0
CAND_00400,35,Female,Master's,Tier 2,7.3,3.8,67.5,61.9,53.3,55.7,3,60.6,0,170100,35.2,33.8,0
CAND_00401,22,Male,Bachelor's,Tier 1,4.4,3.8,64.7,74.3,56.5,45.6,2,38.5,1,118800,39.9,48.3,0
